,index1,context,Label,혐오 대상,혐오대상(세부),cluster10,cluster20,cluster30
129,14101,애초에 체력 기준 자체가 다릅니다 윗몸일으키기는 남자9급 36점 여자1급 60점 기준이 같고 팔굽혀펴기는 남자11급 20점 여자 1급 40점 기준이 같아요 여자 군인에게는 총알 느리게 날라오는 것도 아니고 남자 기준 10등급 성적 나오면 c0 d0 기록이면 여자 1등급 a+ 나옵니다,정상,,,6,12,13
130,468,자게 부심 부리던 애들 숫자가 적고 대다수 잘 안들어온다 하네 여허허로 엘페가 부활해서 지가 과거에 일본에 불교 전수한게 ㅁ슨 문화 전수냐고 드립치고 사정게 욕하고서는 사정게에서 글올리던거 진실을 말하고 사정게는 증거 찾아 올렷는데 댓글방에서도 내욕하고 자게에서도 온갖 욕설을 하더니 하다하다 못해서 개독이라고 욕먹엇다 ㅉ 난 그놈 욕하지는 않는데 어지간 하더라 진짜 무시가 답인듯 자게에는 현재 유게에서 짤린 애들이 대다수 거주중인갑네,맥락적 정상,['종교'],['기독교계'],5,14,11
131,23814,삭힌홍어 먹은 느낌이 오전부터 쭉 메로난가,정상,,,1,15,18
133,25438,잔인한8시 아우 내로남불 징징징,정상,,,5,16,1
135,20230,역겹다 진짜,정상,,,3,18,25
138,4022,"묻고 또 물어도 답 없는 윤석열 정책이 없는지, 관심이 없는지 신나리 기자 윤석열 국민의힘 대선 후보가 30일 대구시당에서 열린 대구 선대위 출범식에서 발언하고 있다 연합뉴스 11월부터 장애 관련 정책 요구안을 전달하려 했어요 그런데 장애인 관련해서 담당하는 사람이 없다면서 나중에 요구안을 보내라 하더라고요 그런데 한 달을 기다려도 마찬가지였어요 결국 윤석열 후보의 일정 정책을 물어도 대답없고사회문제 해법을 물어도 대답이 곤란하다는 윤석열 아는것도 없으면서 도대체 왜 맨날 술만쳐먹는걸까요",정상,,,8,3,9
139,14356,할로윈때야 어디든 붐비지만 이태원은 미칩니다 일반클럽도 테이블잡는거 자체도 매우힘들고 게이클럽도 그렇겠죠 문제는 클럽좋아하는 애들은 스트레잇이든 레즈든 뭐든 아무데나 일단 뚫어요 거기서 지들끼리끼리 논다는게 문제죠 강남 홍대 이태원 신촌 등등등 클럽사장들이아 엠디 들이 마약 유통하고 공급한다는건 뭐 공공연한 사실이고 폐쇄한다면 대만이나 방콕까지 갈겁니다,정상,,,7,17,10
141,22016,콩자반 사실 다 달라서 못알아봤다 이렇게 까지 다를수있나 생각했다 경상도 사시는 우리 이모 생각났다 ㅋㅋ,정상,,,9,9,3
142,6464,일찍와 미안하네 친구들 재밉게들 놀고 조심해 잘들어가시게,정상,,,5,14,7
143,19610,바로 내가 밥 새로함 밥에 찹쌀 들어가는 순간 한숨 쉬고 그냥 내가밥 새로하거나 빵 구워먹음 홍어 취두부 다 쳐먹는데 저거는 진짜 바로 입맛다 떨어짐 밥 떡 된거에 콩 들어갔다 바로 이불안에 들어가서 움 집에서 그래서 내가 요리해먹지,정상,,,1,1,29
144,12319,이재밍한테 자꾸 대주네,정상,,,3,10,14
145,1233,가능성없어요 임종석은 주류에 당분간 안와요 저따위기사는 스킵하시길,정상,,,9,0,14
146,14762,크루엘라 봄 1 엠마스톤 엠마톰슨 이렇게 엠마 두 명이 나옴 둘 다 연기 잘함 호에엥 특히 분수대 독백 씬 스톤 누나의 표정 연기가 아주 일품 2 기존 디즈니 작품처럼 어린이 관객을 타깃으로 ㄴㄴ 으른들 보라고 만든 영화 같음 물론 디즈니이기 때문에 담배피고 욕하고 이런 것 전혀 없음 하지만 12세 이상이지 고로 매우 건전한 으른영화라고 볼 수 있다 3 영화의 큰 줄거리는 사실 동화의 전형적인 플롯임 하지만 영웅서사를 차용했으면서도 주인공이 빌런이라는 점 그리고 여성 캐릭터 둘이서 그 서사를 이어받는다는 점 더 자세하게 얘기하고 싶지만 너무 스포일까봐 ㅜㅜ 이 두 가지가 매우 인상깊었음 물론 그러면서도 PC요소 페미니즘 일절 없기 때문에 굿굿 4 강아지 졸귀 솔직히 강쥐들 땜시 이 영화 봐야된다 처음에는 강쥐들 엄청 많이 나오고 같이 활동하는거도 나옴 그래서 엄청 귀여운데 갈수록 크루엘라한테 집중해야해서 강쥐들 비율이 작아짐 ㅜㅜ 강쥐들 더 보여주지 흑흑 5 보통 영국 배우들은 미국 영어 발음을 매우 잘하는데 반대로 미국 배우들은 영국 영어 발음을 못하기로 유명함 배경이 런던인만큼 엠마 스톤도 영국 발음으로 연기함 스톤 누나의 발음은 영국 사람들이 듣기에 어땠으려나 궁금함 난 개인적으로 나름 잘 발음했다고 생각함 6 패션 디자인이 소재인만큼 다양한 옷이 나옴 거의 드레스 비중이 100 임 드레스 디자인과 색감이 화려해서 보는 즐거움이 있음 아카데미 의상상 탈 수도 있겠당 싶음 뭣보다 강쥐들 졸귀 강쥐들 때문에 봐야하는 영화임,정상,,,7,5,10
148,23036,"정부가 사드배치라는 힘든 결정을 한 이후 사드반대론자들에게 조리돌림을 당할때 사드 배치가 안되면 나라가 망할 것 처럼 떠들던 사람들은 최소한 정부편을 들어줘야지 되는거 아니었을까요 사드 배치 결정이후부터 자유당, 받은정당은 뒤로 숨어있었죠 그 어떤 비판도 받지 않고 만약 진심으로 성소수자들의 권익을 보호하고 싶었으면 말도 안되는 이유로 문재인 당시 대선후보의 멱살잡을 기백의 반의 반만 써서 김이수 부결에 압장섰던 국민의당, 자유당에게 항의한번 하는게 올바른 일 아닐까요 아직도 우리나라는 정치가 멀었다고 생각하는게 이런 지점입니다 반대를 위한 반대, 찬성을 위한 찬성만 할줄알지 실제적으로 도움되는 적이 한번이 없어요 그들에겐 그냥 민주당만 동네북인거죠",정상,,,8,3,9
151,15637,중립기관 ㅋㅋ 한두달은 중립요청따윈 들어가지도 않겠네요 ㅋㅋ 이참에 동남아로 휴가나 다녀오슈들 ㅠㅠ,정상,,,2,10,0
154,21441,성소수자,정상,,,3,19,16
159,18368,허지웅이 밉상이긴한데 일베충들이 단지 허씨가 전라도 출신이라고 해서 트위터에다 온갖 조롱을 하고 있는건 확실히 문제입니다 지금이 중요한거지 태어나거나 자란지역은 크게 중요하지 않아요 정 까고싶으면 그 사람의 인성이나 범법행위등을 지적해야되는게 맞죠,정상,,,8,3,17
160,7903,선택적 혐오ㅋㅋ,정상,,,3,0,20
164,12527,먼저 제가 이글이라도 또 안쓰면 미칠것같아서 화풀이라도 하고자 남깁니다 1 집안에서 유모차 굴림 2 한여름에도 창문도 안열고 버티컬 쳐놓고 있음 3 은박 돗자리 깔아놓고는 매트 깔았다고 큰소리침 4 집안에서 공놀이함 5 자기 애가 뭔가 불편해서 우는데도 시끄럽다고 소리침 6 애가 울때 뭔가를 먹이며 조용히 시켜 초우량아가 됨 7 층간소음 유발시간이 대중 없이 24시간 풀가동임 8 청소는 밤 11시부터 시작임 9 애를 안재우고 새벽 3시까지 데리고 놈 10 애가 막 뛰어다녀도 주의를 주는게 아니라 잘한다고 까르르 11 지들 시끄러운건 생각못하고 지네 윗집에서 조금만 소리나면 새벽시간에도 경비아저씨 호출 12 애가 3 4 살 된거같은데 아직도 아무런 말을 못할정도로 교육에 무관심 13 최근들어서는 무슨 철덩이 치는 소리까지 추가함 14 주변집 모두 이사시킴 15 관리실과 경비실에서도 이미 포기하고 또라이집으로 낙인되어있음 16 일주일에 한번은 무조건 술먹으면서 새벽에도 동네방네 떠나갈장도로 소리침 17 앞집에 몸이 불편한 노인이 살고 계시고 주의를 부탁드린거같은데 콧방귀낌 18 주말이면 그 부모가 오는거같은데 매번 장애인전용주차장 앞에 차댐 19 아무리 경고해도 말 안통함 20 지금 이 순간에도 천장이 무너질것같음 21 행여나 재수가 없어서 돌아다니다가 만나면 제가 심한말을 하며 시비걸어도 못들은척 도망감 결국 다음달에 제가 이사갑니다 다시는 만나지말자 쓰레기들아,정상,,,5,14,11
166,1586,늘어납니다,정상,,,3,18,14
170,14665,미국 4대 스포츠 MLB NFL NBA NHL 미국애들이 생각하는게 스포츠 못하는 애들이 축구 미국애들은 축구라는 개무시하는 성향이 있다고 게이새 끼들이나 스포츠라고 미국놈들의 큰 특징이 스포츠에 무승부가 걸 이해못하는 놈들이 많음 미국의 4대 스포츠는 무승부가 없이 이길때까지 스포츠라서 무승부가 축구는 여자들이나 게이놈들이 거라고 생각하는 성향이 있었음 2년 전 메탈 듣는 미국놈에게 물어봤거든,맥락적 정상,['성소수자'],['게이관련'],6,12,10
176,7838,"황교익의 혼밥은 자폐 발언, 소수자 혐오 의 종합세트다 그는 노숙자들과 함께 한 무료급식 체험담을 꺼내들며 이렇게 말한다 밥을 받고 난 다음에 우리는 같이 밥을 먹었으면 잘 모르는 사람들이라도 둥글둥글 앉아서 밥을 먹지 않습니까 저도 그렇게 밥을 먹으면서 노숙자들의 이야기를 들으려고 했죠 그런데 식판들을 들고 그분들은 일제히 벽쪽이나 화단쪽을 향해요그리고 고개를 푹 숙이고 오직 밥만 먹습니다 옆에 사람들을 돌아보지 않습니다 같이 이야기를 나눌 수가 없습니다 그분들은 인간들 간의 소통하는 방법을 완전히 잃으신거죠 뇌에 큰 고장이 발생한거죠 노숙자라는 분들이 경제적 능력이 없거나 그런것에서부터 발생하는 것이 아니라마음의 병이 굉장히 큰 거죠 다른 사람들하고 소통하지 않겠다라는 그런 적극적인거 때문에 이 점에 대해 글쓴이는 적극적 반박을 하고 있는데최소한 노숙자에 관한 점에서 저는 황교익의 발언에 동의 합니다 동인천에 유명한 무료 급식소가 있습니다 민들레 국수집 이라고요 인간극장에도 몇번 나오고 뉴스나 티비에도 자주 나왔던 곳이죠 저도 교회에서 몇번 봉사활동도 가보고교회에서 쌀 나눔하러 갔다가 인간극장에 얼떨결에 찍혀보기도 했고요 노숙자 급식소 가보면 대부분 마주보고 밥을 먹도록 되어 있지 않아요 노숙자 급식소가 만들어진지 얼마 안되는 곳이라면 그럴수도 있지만좀 오래되고 전통 이 있는 곳이라면 대부분 얼굴 마주보지 않도록 자리 배치를 해놓습니다 왜그런가 하면 노숙자들은 밥먹다가 얼굴만 마주쳐도 시비걸고 싸우는 경우가 다반사입니다 원인은 여러가지가 있겠지만 정확한건 알수 없어요 그냥 싸웁니다 그래서 각자 혼자 벽보고 먹거나 칸막이 된상태로 먹도록 해놓습니다 황교익의 발언에 반박하는 저 기자의 글은 노숙자들 급식소 가본적이 없는것 같습니다 노숙자에 대해서도 단편적 지식과 동정만을 가지고 있는듯 싶고요 이론적이고 상식적인 면에서 기자 혹은 글쓴이의 주장은 일견 일리가 있어 보이나실제로 노숙자 급식소에 직접 가본적 없는 사람의 글 같아 보이네요 현실과 동떨어진 이야기는 기자가 하고 있다고 보여요",정상,,,8,2,6
177,26672,간단하게 비유하자면 폐암에 걸린 사람을 폐암 안퍼지게 지킨답시고폐는 못건드리고 콩팥 간 이런데를 3분의 1쯤 절제해 버리는거지 콩팥은 절반인가 없어도 살 수는 있고 간도 일부 절제하면 살 수는 있다며 그리고 환자한테는 난 최선을 다했다 하고 있는거지 확진자들 확 퍼진 장소가 교회고 확진자 이동경로 보면 죄다 식당에 카페인데 답이 훤히 나와 있는 상황에서단순히 요식업의 경제 규모가 크니까 코로나 확산지역은 냅두고 확진자들 잘 안가던 피씨방부터 조져버리네 코로나를 약화시키고 싶다 과감하게 코로나 핫스팟부터 일단정리해야되는거지 단순히 경제규모가 크니 코로나 핫스팟은 가장 나중에 건드리겠다 그건 코로나보다 경제를 픽한거고 피방은 그래도 뭔가 하고 있는것처럼 보여야 하니 정치적으로 부담없는 패를 던져준 거지 코로나를 막겠다는 의지는 질본에만 있지 정부에는 없다고 본다 제발 폐암환자한테는 폐부터 살펴봅시다 좀 자꾸 곁가지만 치고 있지 말고 게다가 피방 영업금지에 대한 정부 보상금이 충분히 나올것 같아 참고로 2월말부터 5월 초까지 장사 쉬는거 권고해서 쉬었을때 보조금이라고 나온게 2달 월세 반의 반도 안나왔다 여기서 피씨방 영업금지 어쩔수 없다 하는 애들은자기 일하는 직장 혹은 자기 가족이 일하는 직장에서 자기 자르고 퇴직금이니 뭐니 아무것도 안챙겨줘도 회사가 힘드니 어쩔수 없지 하고 얌전히 기어나와주는거 맞지 그렇게 생각하면 노조들도 문제가 심각하네 회사가 힘들면 직원 생존권이고 나발이고 퇴직금 안주고 퇴직시켜도 다 어쩔수 없는 합리적인 결정이라고 이해해줘야지 뭐 거기서 나죽네 마네 하고 파업하고 그러다 회사 망하면 퇴직금 소송 걸고 비합리적이네 아주 심지어 피방 업주들은 영업금지당하는동안 재산세니 지방세니 세금도 꼬박꼬박 나가는데 죽어가는 회사에 돈 내질 못할망정 돈 못받는다고 난리피는게 아주 악질들이었네 아주 피방 사장의 생존권은 요식업보다 그 경제규모가 적다고 국가차원에서 박살내도 어쩔수 없다는 그런 댓글들보고 자기 일 아니라고 편하게 말하는 놈들 역겹다 진짜 더불어 난 문재인 취임 기간을 역사가 분명히 이렇게 서술할 거라 본다 이 기간을 대한민국의 잃어버린 5년이라 부른다,정상,,,5,17,26
182,22633,주변에 이슬람교믿는 친구 있으면 절대 저렇게 못할걸,정상,,,9,9,14
183,19392,햏,정상,,,3,18,25
185,19987,동남아 영해도 빼앗고 진짜 나치독일 초반이랑 똑같은데,정상,,,9,16,0
186,7771,SK브로드밴드 인터넷 사용하다 돈안내고 자국으로 돌아간 외국인인거 같네요 ㅎㅎ 며칠간 브로드밴드 16만원요금내라고 자꾸 문자오네요 이름은 영어로 써있고 이름 스타일이 동남아쪽 같은데 인터넷 요금이 16만원이면 몇달치를 안내고 먹튀한건지 한신평이라는데서도 오는거보니 최종통보같은데 담달에 번호 다시 바꿔야겠네요,정상,,,2,11,22
